city,hightest_tem,lowest_tem,weather,date,wind_direction,wind_level,weekday
北京,22,9,晴,2022-04-30,北风,2级,星期六
北京,20,11,阴,2022-04-29,北风,1级,星期五
北京,14,8,晴,2022-04-28,南风,2级,星期四
北京,13,8,雨,2022-04-27,北风,1级,星期三
北京,15,2,晴,2022-04-26,西北风,2级,星期二
北京,29,18,晴,2022-04-25,东风,2级,星期一
北京,27,14,多云,2022-04-24,东风,2级,星期天
北京,29,15,晴,2022-04-23,西南风,1级,星期六
北京,25,10,多云,2022-04-22,北风,1级,星期五
北京,31,16,多云,2022-04-21,东南风,2级,星期四
北京,29,17,多云,2022-04-20,南风,3级,星期三
北京,24,8,晴,2022-04-19,西风,1级,星期二
北京,23,10,晴,2022-04-18,南风,2级,星期一
北京,21,9,多云,2022-04-17,北风,2级,星期天
北京,23,11,晴,2022-04-16,西风,2级,星期六
北京,19,6,晴,2022-04-15,西北风,2级,星期五
北京,21,8,晴,2022-04-14,东北风,2级,星期四
北京,16,3,晴,2022-04-13,东北风,1级,星期三
北京,23,14,阴,2022-04-12,西北风,1级,星期二
北京,28,14,多云,2022-04-11,西北风,2级,星期一
北京,26,14,多云,2022-04-10,东北风,2级,星期天
北京,26,11,多云,2022-04-09,东南风,1级,星期六
北京,25,12,晴,2022-04-08,南风,1级,星期五
北京,24,9,晴,2022-04-07,南风,1级,星期四
北京,14,4,晴,2022-04-06,南风,3级,星期三
北京,24,7,多云,2022-04-05,东南风,2级,星期二
北京,22,10,多云,2022-04-04,西南风,2级,星期一
北京,20,9,多云,2022-04-03,东风,3级,星期天
北京,19,4,晴,2022-04-02,西南风,2级,星期六
北京,15,4,多云,2022-04-01,东南风,2级,星期五
北京,15,2,多云,2022-03-31,东风,1级,星期四
北京,10,3,多云,2022-03-30,东北风,2级,星期三
北京,12,6,雨,2022-03-29,东北风,1级,星期二
北京,18,9,多云,2022-03-28,西风,1级,星期一
北京,16,6,晴,2022-03-27,东南风,1级,星期天
北京,20,3,多云,2022-03-26,西北风,4级,星期六
北京,14,6,多云,2022-03-25,西北风,1级,星期五
北京,9,7,多云,2022-03-24,北风,1级,星期四
北京,12,3,多云,2022-03-23,东北风,1级,星期三
北京,9,1,多云,2022-03-22,南风,1级,星期二
北京,12,1,多云,2022-03-21,东北风,2级,星期一
北京,10,1,多云,2022-03-20,西风,2级,星期天
北京,6,-1,雪,2022-03-19,南风,2级,星期六
北京,2,-2,雪,2022-03-18,北风,1级,星期五
北京,3,-2,雪,2022-03-17,东风,2级,星期四
北京,12,2,多云,2022-03-16,南风,2级,星期三
北京,15,6,多云,2022-03-15,东北风,1级,星期二
北京,20,5,多云,2022-03-14,东南风,2级,星期一
北京,11,4,多云,2022-03-13,南风,2级,星期天
北京,13,5,多云,2022-03-12,南风,1级,星期六
北京,12,5,多云,2022-03-11,东南风,1级,星期五
北京,19,7,晴,2022-03-10,北风,1级,星期四
北京,17,4,多云,2022-03-09,西北风,2级,星期三
北京,16,2,晴,2022-03-08,北风,1级,星期二
北京,18,2,晴,2022-03-07,东南风,2级,星期一
北京,11,-1,多云,2022-03-06,东北风,2级,星期天
北京,10,-2,晴,2022-03-05,东南风,1级,星期六
北京,11,-1,霾,2022-03-04,西北风,1级,星期五
北京,11,0,多云,2022-03-03,西南风,1级,星期四
北京,16,0,晴,2022-03-02,北风,1级,星期三
北京,11,-1,晴,2022-03-01,西南风,2级,星期二
北京,12,-1,阴,2022-02-28,西北风,3级,星期一
北京,16,-2,晴,2022-02-27,东北风,1级,星期天
北京,12,-2,晴,2022-02-26,西风,2级,星期六
北京,14,0,多云,2022-02-25,北风,2级,星期五
北京,11,-5,晴,2022-02-24,西风,1级,星期四
北京,7,-6,晴,2022-02-23,西风,1级,星期三
北京,4,-7,晴,2022-02-22,东北风,3级,星期二
北京,4,-8,多云,2022-02-21,西北风,3级,星期一
北京,4,-7,晴,2022-02-20,西风,2级,星期天
北京,1,-9,晴,2022-02-19,西北风,3级,星期六
北京,4,-6,多云,2022-02-18,西北风,3级,星期五
北京,0,-7,多云,2022-02-17,南风,1级,星期四
北京,0,-9,晴,2022-02-16,北风,2级,星期三
北京,-2,-10,多云,2022-02-15,西北风,2级,星期二
北京,-1,-10,多云,2022-02-14,北风,2级,星期一
北京,-3,-6,雪,2022-02-13,西北风,1级,星期天
北京,1,-2,多云,2022-02-12,东风,2级,星期六
北京,8,-3,多云,2022-02-11,东南风,2级,星期五
北京,10,-3,阴,2022-02-10,西北风,1级,星期四
北京,7,-5,多云,2022-02-09,北风,2级,星期三
北京,8,-5,晴,2022-02-08,北风,1级,星期二
北京,6,-5,多云,2022-02-07,西北风,1级,星期一
北京,6,-5,多云,2022-02-06,西风,1级,星期天
北京,3,-5,晴,2022-02-05,西北风,2级,星期六
北京,0,-6,晴,2022-02-04,西北风,1级,星期五
北京,3,-6,多云,2022-02-03,西北风,3级,星期四
北京,4,-7,晴,2022-02-02,西南风,2级,星期三
北京,2,-7,晴,2022-02-01,西南风,2级,星期二
北京,3,-5,晴,2022-01-31,西北风,4级,星期一
北京,3,-3,霾,2022-01-30,西北风,2级,星期天
北京,-1,-9,晴,2022-01-29,北风,1级,星期六
北京,4,-2,阴,2022-01-28,南风,1级,星期五
北京,3,-5,多云,2022-01-27,西北风,3级,星期四
北京,3,-5,多云,2022-01-26,北风,1级,星期三
北京,5,-4,晴,2022-01-25,北风,4级,星期二
北京,7,-5,阴,2022-01-24,北风,1级,星期一
北京,1,-4,阴,2022-01-23,东南风,2级,星期天
北京,1,-4,多云,2022-01-22,北风,1级,星期六
北京,0,-4,雪,2022-01-21,东南风,2级,星期五
北京,-2,-5,多云,2022-01-20,东南风,1级,星期四
北京,-2,-7,多云,2022-01-19,南风,2级,星期三
北京,3,-9,多云,2022-01-18,西北风,2级,星期二
北京,6,-8,多云,2022-01-17,南风,2级,星期一
北京,0,-9,晴,2022-01-16,南风,1级,星期天
北京,3,-8,晴,2022-01-15,东北风,2级,星期六
北京,2,-6,多云,2022-01-14,西南风,1级,星期五
北京,3,-6,晴,2022-01-13,南风,2级,星期四
北京,2,-7,晴,2022-01-12,西风,2级,星期三
北京,0,-7,多云,2022-01-11,东北风,1级,星期二
北京,14,6,多云,2022-01-10,北风,1级,星期一
北京,0,-13,阴,2022-01-09,西北风,1级,星期天
北京,8,-5,多云,2022-01-08,东北风,1级,星期六
北京,3,-10,晴,2022-01-07,东风,1级,星期五
北京,6,-7,晴,2022-01-06,东北风,1级,星期四
北京,2,-6,晴,2022-01-05,西风,1级,星期三
北京,3,-6,晴,2022-01-04,西南风,1级,星期二
北京,6,-7,晴,2022-01-03,东北风,2级,星期一
北京,2,-7,多云,2022-01-02,南风,1级,星期天
北京,6,-7,晴,2022-01-01,东北风,1级,星期六
北京,4,-6,晴,2021-12-31,东北风,2级,星期五
北京,5,-7,晴,2021-12-30,西北风,3级,星期四
北京,5,-6,晴,2021-12-29,西南风,2级,星期三
北京,6,-5,晴,2021-12-28,西南风,1级,星期二
北京,6,-7,晴,2021-12-27,东风,1级,星期一
北京,0,-6,晴,2021-12-26,西南风,3级,星期天
北京,-4,-11,晴,2021-12-25,西北风,2级,星期六
北京,-3,-9,晴,2021-12-24,西南风,2级,星期五
北京,-1,-5,多云,2021-12-23,东北风,2级,星期四
北京,13,0,晴,2021-12-22,东北风,2级,星期三
北京,7,-1,多云,2021-12-21,东南风,3级,星期二
北京,14,-2,晴,2021-12-20,西南风,1级,星期一
北京,8,-5,晴,2021-12-19,西南风,1级,星期天
北京,3,0,阴,2021-12-18,南风,0级,星期六
北京,0,-8,晴,2021-12-17,南风,2级,星期五
北京,4,-7,晴,2021-12-16,西北风,3级,星期四
北京,3,-4,多云,2021-12-15,北风,1级,星期三
北京,2,-14,晴,2021-12-14,西北风,1级,星期二
北京,4,-5,晴,2021-12-13,东风,0级,星期一
北京,3,-6,晴,2021-12-12,西风,1级,星期天
北京,10,-2,多云,2021-12-11,西北风,2级,星期六
北京,9,-1,多云,2021-12-10,东北风,1级,星期五
北京,3,1,晴,2021-12-09,东风,1级,星期四
北京,6,1,雨,2021-12-08,东南风,2级,星期三
北京,9,0,多云,2021-12-07,东北风,2级,星期二
北京,12,-3,多云,2021-12-06,东南风,1级,星期一
北京,10,1,多云,2021-12-05,东风,1级,星期天
北京,13,-2,晴,2021-12-04,北风,1级,星期六
北京,2,-8,多云,2021-12-03,北风,1级,星期五
北京,13,0,多云,2021-12-02,西北风,2级,星期四
北京,9,-5,多云,2021-12-01,西南风,2级,星期三
北京,6,-5,晴,2021-11-30,西北风,3级,星期二
北京,7,-1,多云,2021-11-29,东北风,1级,星期一
北京,9,1,晴,2021-11-28,东风,1级,星期天
北京,8,0,多云,2021-11-27,东北风,1级,星期六
北京,14,-2,晴,2021-11-26,西北风,1级,星期五
北京,13,-2,多云,2021-11-25,西北风,1级,星期四
北京,12,-2,晴,2021-11-24,东风,1级,星期三
北京,-7,-14,多云,2021-11-23,西南风,3级,星期二
北京,3,-5,晴,2021-11-22,北风,1级,星期一
北京,6,-1,晴,2021-11-21,西北风,4级,星期天
北京,8,0,多云,2021-11-20,东风,1级,星期六
北京,9,3,多云,2021-11-19,东风,1级,星期五
北京,9,2,阴,2021-11-18,东风,2级,星期四
北京,13,2,晴,2021-11-17,东北风,1级,星期三
北京,11,2,晴,2021-11-16,南风,1级,星期二
北京,10,0,晴,2021-11-15,东南风,2级,星期一
北京,16,2,晴,2021-11-14,东北风,2级,星期天
北京,18,1,晴,2021-11-13,北风,2级,星期六
北京,9,6,雨,2021-11-12,东北风,1级,星期五
北京,13,0,晴,2021-11-11,西北风,1级,星期四
北京,13,3,晴,2021-11-10,北风,3级,星期三
北京,10,2,多云,2021-11-09,西风,2级,星期二
北京,6,0,晴,2021-11-08,西北风,2级,星期一
北京,1,-4,多云,2021-11-07,西北风,3级,星期天
北京,13,2,雨,2021-11-06,西北风,3级,星期六
北京,12,10,霾,2021-11-05,东北风,1级,星期五
北京,13,7,晴,2021-11-04,东风,2级,星期四
北京,11,5,晴,2021-11-03,东北风,1级,星期三
北京,12,4,晴,2021-11-02,东北风,1级,星期二
北京,13,6,多云,2021-11-01,东北风,2级,星期一
北京,18,5,晴,2021-10-31,北风,1级,星期天
北京,20,8,阴,2021-10-30,西北风,1级,星期六
北京,19,6,晴,2021-10-29,北风,1级,星期五
北京,19,7,晴,2021-10-28,东北风,1级,星期四
北京,21,7,多云,2021-10-27,西风,2级,星期三
北京,22,5,晴,2021-10-26,西南风,1级,星期二
北京,18,6,阴,2021-10-25,西南风,2级,星期一
北京,17,5,晴,2021-10-24,西北风,1级,星期天
北京,17,4,晴,2021-10-23,东北风,0级,星期六
北京,18,3,晴,2021-10-22,东南风,1级,星期五
北京,10,-4,多云,2021-10-21,南风,0级,星期四
北京,14,3,晴,2021-10-20,东风,0级,星期三
北京,14,1,多云,2021-10-19,南风,1级,星期二
北京,8,-5,晴,2021-10-18,北风,3级,星期一
北京,15,2,晴,2021-10-17,东风,1级,星期天
北京,12,1,晴,2021-10-16,西风,1级,星期六
北京,20,5,多云,2021-10-15,北风,2级,星期五
北京,19,11,多云,2021-10-14,东风,1级,星期四
北京,18,12,多云,2021-10-13,东南风,0级,星期三
北京,19,8,晴,2021-10-12,西风,1级,星期二
北京,19,5,晴,2021-10-11,东南风,0级,星期一
北京,19,5,晴,2021-10-10,南风,0级,星期天
北京,14,12,阴,2021-10-09,西北风,1级,星期六
北京,20,9,多云,2021-10-08,东南风,1级,星期五
北京,19,7,晴,2021-10-07,西南风,2级,星期四
北京,12,7,多云,2021-10-06,西风,1级,星期三
北京,15,12,雨,2021-10-05,西风,1级,星期二
北京,18,12,雨,2021-10-04,西北风,1级,星期一
北京,21,16,多云,2021-10-03,西北风,2级,星期天
北京,27,18,多云,2021-10-02,东南风,1级,星期六
北京,23,16,多云,2021-10-01,南风,2级,星期五
北京,22,16,晴,2021-09-30,南风,1级,星期四
北京,23,15,阴,2021-09-29,西北风,3级,星期三
北京,23,17,多云,2021-09-28,南风,1级,星期二
北京,28,17,多云,2021-09-27,南风,1级,星期一
北京,19,17,多云,2021-09-26,东北风,1级,星期天
北京,24,19,雨,2021-09-25,东北风,1级,星期六
北京,19,18,阴,2021-09-24,北风,1级,星期五
北京,27,17,多云,2021-09-23,东风,2级,星期四
北京,29,17,多云,2021-09-22,南风,1级,星期三
北京,27,11,晴,2021-09-21,西南风,1级,星期二
北京,33,26,多云,2021-09-20,西南风,2级,星期一
北京,19,16,雨,2021-09-19,东风,2级,星期天
北京,24,18,阴,2021-09-18,东北风,1级,星期六
北京,27,17,晴,2021-09-17,东南风,1级,星期五
北京,24,17,多云,2021-09-16,西风,1级,星期四
北京,25,19,多云,2021-09-15,东北风,1级,星期三
北京,25,17,多云,2021-09-14,东北风,1级,星期二
北京,29,20,多云,2021-09-13,东北风,1级,星期一
北京,23,20,多云,2021-09-12,东北风,2级,星期天
北京,31,22,多云,2021-09-11,东风,1级,星期六
北京,24,16,多云,2021-09-10,西南风,1级,星期五
北京,26,18,阴,2021-09-09,东北风,1级,星期四
北京,29,19,多云,2021-09-08,西北风,2级,星期三
北京,27,17,晴,2021-09-07,东风,2级,星期二
北京,23,14,晴,2021-09-06,东北风,1级,星期一
北京,24,20,雨,2021-09-05,北风,1级,星期天
北京,23,20,雨,2021-09-04,东风,1级,星期六
北京,30,22,多云,2021-09-03,南风,1级,星期五
北京,29,18,阴,2021-09-02,东风,1级,星期四
北京,29,18,晴,2021-09-01,南风,2级,星期三
北京,27,17,晴,2021-08-31,南风,2级,星期二
北京,28,20,多云,2021-08-30,东南风,2级,星期一
北京,29,19,多云,2021-08-29,南风,2级,星期天
北京,28,18,多云,2021-08-28,北风,2级,星期六
北京,33,22,晴,2021-08-27,东风,2级,星期五
北京,26,17,晴,2021-08-26,南风,3级,星期四
北京,28,18,晴,2021-08-25,西风,2级,星期三
北京,28,19,晴,2021-08-24,西风,2级,星期二
北京,30,20,雨,2021-08-23,南风,2级,星期一
北京,30,23,多云,2021-08-22,南风,2级,星期天
北京,31,22,晴,2021-08-21,西南风,2级,星期六
北京,28,21,多云,2021-08-20,东北风,2级,星期五
北京,24,20,阴,2021-08-19,南风,2级,星期四
北京,28,23,多云,2021-08-18,东南风,2级,星期三
北京,30,21,多云,2021-08-17,东风,2级,星期二
北京,28,22,雨,2021-08-16,东南风,1级,星期一
北京,28,22,雨,2021-08-15,南风,2级,星期天
北京,27,18,雨,2021-08-14,东北风,3级,星期六
北京,29,22,多云,2021-08-13,东南风,2级,星期五
北京,29,22,多云,2021-08-12,东南风,2级,星期四
北京,30,23,阴,2021-08-11,东风,2级,星期三
北京,33,23,晴,2021-08-10,东南风,2级,星期二
北京,30,22,晴,2021-08-09,东风,2级,星期一
北京,32,23,多云,2021-08-08,南风,2级,星期天
北京,33,23,晴,2021-08-07,东南风,2级,星期六
北京,33,22,多云,2021-08-06,南风,2级,星期五
北京,32,23,多云,2021-08-05,东南风,2级,星期四
北京,34,26,多云,2021-08-04,南风,2级,星期三
北京,31,24,阴,2021-08-03,南风,2级,星期二
北京,32,23,多云,2021-08-02,东北风,2级,星期一
北京,32,22,晴,2021-08-01,北风,3级,星期天
北京,34,23,雨,2021-07-31,东北风,2级,星期六
北京,30,22,多云,2021-07-30,北风,2级,星期五
北京,26,22,雨,2021-07-29,北风,2级,星期四
北京,32,23,晴,2021-07-28,东风,3级,星期三
北京,36,23,晴,2021-07-27,西风,3级,星期二
北京,31,25,阴,2021-07-26,南风,2级,星期一
北京,33,24,多云,2021-07-25,南风,3级,星期天
北京,32,24,晴,2021-07-24,南风,2级,星期六
北京,32,27,雨,2021-07-23,西风,4级,星期五
北京,28,23,阴,2021-07-22,东南风,1级,星期四
北京,28,23,阴,2021-07-21,南风,2级,星期三
北京,30,23,多云,2021-07-20,东南风,2级,星期二
北京,30,24,阴,2021-07-19,东南风,2级,星期一
北京,29,22,晴,2021-07-18,东北风,3级,星期天
北京,29,23,阴,2021-07-17,东风,2级,星期六
北京,30,24,阴,2021-07-16,东风,2级,星期五
北京,32,24,多云,2021-07-15,东风,2级,星期四
北京,30,24,多云,2021-07-14,东风,2级,星期三
北京,31,24,多云,2021-07-13,北风,2级,星期二
北京,25,22,阴,2021-07-12,东风,3级,星期一
北京,26,23,雨,2021-07-11,东北风,2级,星期天
北京,31,23,阴,2021-07-10,东南风,2级,星期六
北京,32,23,晴,2021-07-09,东风,2级,星期五
北京,34,22,晴,2021-07-08,西北风,2级,星期四
北京,32,23,晴,2021-07-07,东风,2级,星期三
北京,29,22,阴,2021-07-06,南风,2级,星期二
北京,31,20,雨,2021-07-05,东南风,2级,星期一
北京,35,23,多云,2021-07-04,东南风,2级,星期天
北京,25,17,多云,2021-07-03,东南风,2级,星期六
北京,30,19,阴,2021-07-02,南风,2级,星期五
北京,29,19,阴,2021-07-01,西南风,2级,星期四
北京,29,23,晴,2021-06-30,西风,1级,星期三
北京,27,22,雨,2021-06-29,东南风,2级,星期二
北京,30,22,多云,2021-06-28,东南风,2级,星期一
北京,33,22,晴,2021-06-27,东风,2级,星期天
北京,27,22,晴,2021-06-26,东北风,2级,星期六
北京,28,22,雨,2021-06-25,东南风,2级,星期五
北京,27,20,雨,2021-06-24,南风,2级,星期四
北京,23,22,阴,2021-06-23,东南风,2级,星期三
北京,32,21,多云,2021-06-22,南风,2级,星期二
北京,35,22,晴,2021-06-21,东风,3级,星期一
北京,34,23,多云,2021-06-20,西南风,2级,星期天
北京,35,20,晴,2021-06-19,西北风,3级,星期六
北京,34,19,晴,2021-06-18,西北风,3级,星期五
北京,32,19,晴,2021-06-17,西北风,3级,星期四
北京,20,20,雨,2021-06-16,东南风,2级,星期三
北京,32,20,阴,2021-06-15,东南风,2级,星期二
北京,28,22,多云,2021-06-14,东风,2级,星期一
北京,34,23,阴,2021-06-13,南风,2级,星期天
北京,35,23,阴,2021-06-12,南风,2级,星期六
北京,35,19,阴,2021-06-11,西南风,2级,星期五
北京,32,18,晴,2021-06-10,西风,2级,星期四
北京,25,19,阴,2021-06-09,北风,3级,星期三
北京,28,21,多云,2021-06-08,东风,2级,星期二
北京,28,20,阴,2021-06-07,东风,3级,星期一
北京,33,20,阴,2021-06-06,东风,2级,星期天
北京,33,17,晴,2021-06-05,西北风,2级,星期六
北京,29,17,晴,2021-06-04,西北风,3级,星期五
北京,29,14,晴,2021-06-03,西北风,3级,星期四
北京,26,15,多云,2021-06-02,北风,2级,星期三
北京,28,17,多云,2021-06-01,东南风,3级,星期二
北京,20,16,雨,2021-05-31,东风,2级,星期一
北京,27,15,多云,2021-05-30,南风,2级,星期天
北京,27,16,多云,2021-05-29,东风,3级,星期六
北京,27,17,多云,2021-05-28,西北风,3级,星期五
北京,28,17,雨,2021-05-27,西北风,3级,星期四
北京,26,15,雨,2021-05-26,北风,2级,星期三
北京,27,16,多云,2021-05-25,西南风,3级,星期二
北京,24,13,雨,2021-05-24,西北风,3级,星期一
北京,26,15,多云,2021-05-23,西北风,4级,星期天
北京,32,18,雨,2021-05-22,西南风,3级,星期六
北京,30,19,雨,2021-05-21,西南风,2级,星期五
北京,27,16,多云,2021-05-20,南风,2级,星期四
北京,30,20,阴,2021-05-19,西南风,3级,星期三
北京,32,19,多云,2021-05-18,西南风,2级,星期二
北京,30,16,多云,2021-05-17,西风,2级,星期一
北京,25,14,多云,2021-05-16,西北风,3级,星期天
北京,21,16,阴,2021-05-15,北风,3级,星期六
北京,20,18,阴,2021-05-14,东南风,3级,星期五
北京,22,17,多云,2021-05-13,东南风,2级,星期四
北京,26,16,晴,2021-05-12,东风,2级,星期三
北京,24,13,阴,2021-05-11,东南风,3级,星期二
北京,23,14,多云,2021-05-10,东南风,3级,星期一
北京,25,13,多云,2021-05-09,东南风,2级,星期天
北京,25,12,多云,2021-05-08,北风,3级,星期六
北京,25,16,多云,2021-05-07,西风,4级,星期五
北京,19,14,霾,2021-05-06,西风,4级,星期四
北京,27,15,多云,2021-05-05,西南风,3级,星期三
北京,21,10,晴,2021-05-04,西北风,3级,星期二
北京,24,12,多云,2021-05-03,南风,3级,星期一
北京,20,12,晴,2021-05-02,南风,3级,星期天
北京,20,8,晴,2021-05-01,北风,3级,星期六
北京,14,7,晴,2021-04-30,西风,2级,星期五
北京,13,8,晴,2021-04-29,西北风,3级,星期四
北京,22,11,多云,2021-04-28,西南风,3级,星期三
北京,21,11,晴,2021-04-27,西北风,3级,星期二
北京,21,9,阴,2021-04-26,南风,3级,星期一
北京,20,10,多云,2021-04-25,南风,2级,星期天
北京,19,14,多云,2021-04-24,东风,2级,星期六
北京,21,13,多云,2021-04-23,东风,2级,星期五
北京,16,9,晴,2021-04-22,东风,2级,星期四
北京,21,12,阴,2021-04-21,南风,3级,星期三
北京,26,13,多云,2021-04-20,南风,3级,星期二
北京,28,15,多云,2021-04-19,南风,2级,星期一
北京,24,10,晴,2021-04-18,西南风,2级,星期天
北京,20,5,晴,2021-04-17,西北风,3级,星期六
北京,16,9,晴,2021-04-16,西北风,3级,星期五
北京,20,9,晴,2021-04-15,西风,3级,星期四
北京,21,10,晴,2021-04-14,西南风,2级,星期三
北京,16,8,晴,2021-04-13,西北风,3级,星期二
北京,17,8,晴,2021-04-12,北风,3级,星期一
北京,20,8,阴,2021-04-11,南风,3级,星期天
北京,19,13,多云,2021-04-10,南风,2级,星期六
北京,17,6,晴,2021-04-09,东风,2级,星期五
北京,19,10,晴,2021-04-08,南风,2级,星期四
北京,19,5,晴,2021-04-07,东南风,3级,星期三
北京,21,10,晴,2021-04-06,西南风,2级,星期二
北京,18,7,多云,2021-04-05,西南风,3级,星期一
北京,20,7,晴,2021-04-04,西南风,2级,星期天
北京,18,7,阴,2021-04-03,东北风,3级,星期六
北京,16,10,阴,2021-04-02,东南风,2级,星期五
北京,18,13,阴,2021-04-01,东南风,2级,星期四
北京,24,10,晴,2021-03-31,东北风,2级,星期三
北京,21,10,晴,2021-03-30,西南风,2级,星期二
北京,19,6,晴,2021-03-29,西北风,2级,星期一
北京,18,8,晴,2021-03-28,西北风,4级,星期天
北京,18,10,多云,2021-03-27,南风,2级,星期六
北京,14,10,霾,2021-03-26,南风,2级,星期五
北京,21,11,阴,2021-03-25,南风,2级,星期四
北京,21,7,晴,2021-03-24,东北风,2级,星期三
北京,23,9,晴,2021-03-23,西南风,2级,星期二
北京,19,4,晴,2021-03-22,西风,2级,星期一
北京,12,0,晴,2021-03-21,西北风,3级,星期天
北京,12,3,晴,2021-03-20,西北风,3级,星期六
北京,10,3,阴,2021-03-19,南风,2级,星期五
北京,8,4,多云,2021-03-18,东南风,2级,星期四
北京,13,7,阴,2021-03-17,东南风,2级,星期三
北京,14,3,多云,2021-03-16,北风,2级,星期二
北京,12,2,霾,2021-03-15,西北风,3级,星期一
北京,12,10,阴,2021-03-14,南风,2级,星期天
北京,14,8,晴,2021-03-13,南风,1级,星期六
北京,10,7,多云,2021-03-12,南风,2级,星期五
北京,17,8,阴,2021-03-11,南风,2级,星期四
北京,16,8,阴,2021-03-10,南风,2级,星期三
北京,15,3,霾,2021-03-09,北风,1级,星期二
北京,10,2,晴,2021-03-08,南风,1级,星期一
北京,8,-1,晴,2021-03-07,南风,2级,星期天
北京,4,-5,晴,2021-03-06,南风,2级,星期六
北京,10,-1,多云,2021-03-05,东风,3级,星期五
北京,10,3,多云,2021-03-04,东北风,1级,星期四
北京,7,2,多云,2021-03-03,东北风,1级,星期三
北京,3,0,晴,2021-03-02,南风,2级,星期二
北京,5,-5,晴,2021-03-01,南风,2级,星期一
北京,5,1,雪,2021-02-28,东风,2级,星期天
北京,11,2,阴,2021-02-27,南风,2级,星期六
北京,11,-2,晴,2021-02-26,南风,1级,星期五
北京,7,-2,晴,2021-02-25,东北风,1级,星期四
北京,4,-2,多云,2021-02-24,东风,1级,星期三
北京,3,-2,阴,2021-02-23,东南风,3级,星期二
北京,12,1,多云,2021-02-22,东北风,3级,星期一
北京,25,4,晴,2021-02-21,西北风,2级,星期天
北京,20,4,多云,2021-02-20,西北风,1级,星期六
北京,16,-2,晴,2021-02-19,西北风,1级,星期五
北京,6,-4,晴,2021-02-18,北风,1级,星期四
北京,2,-6,晴,2021-02-17,北风,3级,星期三
北京,0,-6,晴,2021-02-16,北风,4级,星期二
北京,5,-2,晴,2021-02-15,西风,3级,星期一
北京,4,-4,晴,2021-02-14,东北风,2级,星期天
北京,8,2,霾,2021-02-13,东北风,1级,星期六
北京,14,1,霾,2021-02-12,北风,2级,星期五
北京,10,0,霾,2021-02-11,北风,1级,星期四
北京,15,-3,晴,2021-02-10,北风,1级,星期三
北京,10,-3,晴,2021-02-09,西北风,1级,星期二
北京,8,-5,晴,2021-02-08,东南风,1级,星期一
北京,7,-4,晴,2021-02-07,北风,2级,星期天
北京,16,-1,多云,2021-02-06,北风,2级,星期六
北京,15,-1,晴,2021-02-05,西北风,1级,星期五
北京,10,-5,晴,2021-02-04,西南风,2级,星期四
北京,7,-6,晴,2021-02-03,西北风,3级,星期三
北京,0,-9,晴,2021-02-02,西风,3级,星期二
北京,3,-8,晴,2021-02-01,西北风,3级,星期一
北京,0,-5,晴,2021-01-31,东北风,1级,星期天
北京,13,0,晴,2021-01-30,西风,3级,星期六
北京,0,-8,晴,2021-01-29,东风,1级,星期五
北京,-1,-9,晴,2021-01-28,西北风,4级,星期四
北京,3,-6,多云,2021-01-27,北风,2级,星期三
北京,8,-7,晴,2021-01-26,西北风,2级,星期二
北京,1,-5,晴,2021-01-25,西北风,1级,星期一
北京,4,-4,多云,2021-01-24,北风,1级,星期天
北京,2,-5,晴,2021-01-23,西南风,1级,星期六
北京,4,-6,多云,2021-01-22,东北风,1级,星期五
北京,6,-5,晴,2021-01-21,西北风,1级,星期四
北京,1,-5,多云,2021-01-20,北风,1级,星期三
北京,-3,-7,晴,2021-01-19,东北风,2级,星期二
北京,5,-6,多云,2021-01-18,东北风,2级,星期一
北京,2,-6,晴,2021-01-17,西风,2级,星期天
北京,0,-5,晴,2021-01-16,西北风,3级,星期六
北京,3,-7,晴,2021-01-15,北风,3级,星期五
北京,2,-3,晴,2021-01-14,东北风,2级,星期四
北京,7,-5,晴,2021-01-13,北风,2级,星期三
北京,4,-5,晴,2021-01-12,北风,1级,星期二
北京,1,-7,多云,2021-01-11,西北风,2级,星期一
北京,1,-6,多云,2021-01-10,北风,2级,星期天
北京,1,-7,晴,2021-01-09,西北风,2级,星期六
北京,-2,-10,晴,2021-01-08,西北风,3级,星期五
北京,-7,-16,晴,2021-01-07,西北风,3级,星期四
北京,0,-20,晴,2021-01-06,西北风,4级,星期三
北京,-2,-11,晴,2021-01-05,西北风,3级,星期二
北京,0,-11,晴,2021-01-04,北风,3级,星期一
北京,0,-7,多云,2021-01-03,东北风,2级,星期天
北京,0,-9,晴,2021-01-02,东北风,2级,星期六
北京,1,-10,晴,2021-01-01,东北风,2级,星期五
北京,1,-10,晴,2020-12-31,西北风,2级,星期四
北京,-6,-11,晴,2020-12-30,西北风,4级,星期三
北京,-8,-12,晴,2020-12-29,西北风,4级,星期二
北京,2,-10,多云,2020-12-28,东北风,2级,星期一
北京,2,-2,晴,2020-12-27,北风,1级,星期天
北京,1,-3,晴,2020-12-26,东北风,1级,星期六
北京,3,-4,晴,2020-12-25,北风,1级,星期五
北京,2,-4,晴,2020-12-24,西北风,3级,星期四
北京,4,-1,晴,2020-12-23,西北风,3级,星期三
北京,1,-4,多云,2020-12-22,北风,1级,星期二
北京,6,-6,晴,2020-12-21,北风,1级,星期一
北京,5,-6,晴,2020-12-20,北风,2级,星期天
北京,3,-6,晴,2020-12-19,北风,1级,星期六
北京,0,-9,晴,2020-12-18,北风,3级,星期五
北京,2,-4,晴,2020-12-17,北风,2级,星期四
